cpu_percent,memory_percent,latency_ms,error_count,request_rate,active_pods,predicted_load,service,service_type,action
98,81,294,6,288,4,103.28,analytics,non_critical,scale_up
90,25,153,2,496,4,68.79,emergency,critical,scale_up
15,62,35,6,27,1,49.39,lab_report,non_critical,scale_down
18,62,236,6,984,1,53.17,lab_report,non_critical,stable
98,7,248,3,1214,7,78.33,lab_report,non_critical,scale_up
32,25,238,3,877,7,49.05,lab_report,non_critical,stable
83,14,88,6,382,4,55.26,analytics,non_critical,stable
99,45,284,6,1676,1,52.06,patient_monitoring,critical,scale_up
1,6,174,4,1432,10,22.56,emergency,critical,scale_up
98,70,414,10,1835,1,46.71,analytics,non_critical,scale_up
79,63,399,4,577,10,99.45,patient_monitoring,critical,scale_up
95,66,75,2,816,3,76.43,pharmacy,non_critical,scale_up
99,59,224,9,377,8,90.35,analytics,non_critical,scale_up
4,69,146,7,1001,6,39.3,pharmacy,non_critical,scale_up
69,86,286,7,167,7,89.23,patient_monitoring,critical,scale_up
40,6,285,1,730,5,51.76,lab_report,non_critical,stable
13,31,193,2,1364,5,37.83,emergency,critical,scale_up
3,34,55,1,891,8,18.98,lab_report,non_critical,scale_down
15,93,112,8,435,9,47.47,pharmacy,non_critical,scale_up
1,20,207,10,178,10,27.56,lab_report,non_critical,scale_up
20,29,28,0,996,4,23.49,patient_monitoring,critical,scale_up
88,57,343,6,20,8,95.44,analytics,non_critical,scale_down
20,24,100,0,338,7,27.88,patient_monitoring,critical,stable
14,27,239,7,1384,5,41.77,analytics,non_critical,scale_up
95,53,347,3,1386,7,100.87,analytics,non_critical,scale_up
46,7,278,9,1002,4,54.9,lab_report,non_critical,scale_up
44,80,20,8,483,9,48.97,pharmacy,non_critical,scale_up
11,78,376,8,691,2,67.88,patient_monitoring,critical,scale_up
26,36,282,3,1156,5,54.31,emergency,critical,scale_up
42,15,333,5,1402,6,61.6,emergency,critical,scale_up
30,27,394,8,704,7,63.91,analytics,non_critical,scale_up
86,9,211,10,622,9,68.04,patient_monitoring,critical,scale_up
100,72,386,7,1566,8,100.32,analytics,non_critical,scale_up
89,93,347,7,107,6,107.31,pharmacy,non_critical,scale_up
23,16,270,3,382,1,44.06,pharmacy,non_critical,stable
29,27,95,5,1113,8,34.33,lab_report,non_critical,scale_down
100,17,366,0,1268,6,94.24,emergency,critical,scale_up
52,14,178,10,685,7,49.37,analytics,non_critical,scale_up
89,52,372,10,1194,3,48.82,pharmacy,non_critical,scale_up
82,43,136,7,978,2,69.46,lab_report,non_critical,scale_up
29,55,79,4,489,5,39.88,analytics,non_critical,stable
96,78,368,5,1244,6,110.69,pharmacy,non_critical,scale_up
2,26,36,1,44,5,50.68,analytics,non_critical,scale_down
8,94,33,7,40,4,55.33,lab_report,non_critical,scale_up
89,63,201,10,1126,2,74.97,emergency,critical,scale_up
26,63,296,2,1401,5,64.3,analytics,non_critical,stable
34,54,135,0,1307,7,49.31,pharmacy,non_critical,stable
7,93,274,4,407,1,59.61,patient_monitoring,critical,scale_up
43,30,356,9,1391,3,68.88,patient_monitoring,critical,scale_up
57,75,210,5,1442,3,74.88,patient_monitoring,critical,scale_up
90,72,234,4,1478,1,92.96,patient_monitoring,critical,scale_up
48,61,152,0,1258,4,60.02,patient_monitoring,critical,scale_up
98,16,185,4,737,1,73.77,patient_monitoring,critical,scale_up
40,29,241,0,852,5,54.5,emergency,critical,scale_up
97,92,232,0,990,9,101.28,emergency,critical,scale_up
39,19,352,7,1362,7,63.12,pharmacy,non_critical,scale_up
78,43,390,4,892,3,92.68,lab_report,non_critical,scale_up
71,69,176,2,1046,6,75.89,analytics,non_critical,stable
69,6,75,9,699,2,45.2,analytics,non_critical,scale_up
5,34,47,7,686,5,18.77,pharmacy,non_critical,scale_up
12,45,57,6,851,8,26.9,emergency,critical,scale_up
32,79,42,7,1461,6,46.82,pharmacy,non_critical,scale_up
81,31,373,4,715,3,88.53,analytics,non_critical,scale_up
61,54,21,3,1396,8,51.59,patient_monitoring,critical,scale_up
10,75,63,4,8,7,44.41,emergency,critical,scale_down
55,75,64,4,1223,4,58.85,emergency,critical,scale_up
64,5,114,10,502,5,45.9,lab_report,non_critical,scale_up
65,81,123,3,253,9,69.61,lab_report,non_critical,scale_down
40,74,310,6,658,10,74.52,analytics,non_critical,scale_down
76,17,300,7,777,8,74.65,lab_report,non_critical,scale_up
24,6,315,9,1094,7,47.49,lab_report,non_critical,scale_up
98,59,40,1,712,8,72.12,analytics,non_critical,scale_down
41,47,330,2,1062,9,69.72,pharmacy,non_critical,scale_down
72,16,83,9,739,9,50.58,emergency,critical,scale_up
21,81,186,0,358,10,54.12,lab_report,non_critical,scale_down
76,86,396,9,26,6,103.45,lab_report,non_critical,scale_up
88,69,448,3,1733,3,84.03,lab_report,non_critical,scale_up
51,38,70,8,721,1,45.34,lab_report,non_critical,scale_up
3,20,263,10,1155,4,36.11,analytics,non_critical,scale_up
45,54,345,8,1359,5,75.92,analytics,non_critical,scale_up
40,28,49,9,76,3,33.45,pharmacy,non_critical,scale_up
40,60,84,9,551,6,47.5,pharmacy,non_critical,scale_up
63,23,65,2,966,2,46.83,pharmacy,non_critical,stable
56,40,260,9,417,3,66.83,pharmacy,non_critical,scale_up
24,7,376,1,1277,5,54.25,analytics,non_critical,scale_up
22,72,347,3,379,10,68.06,analytics,non_critical,scale_down
94,66,60,3,971,1,74.74,pharmacy,non_critical,scale_up
12,17,390,4,219,8,50.54,emergency,critical,scale_up
93,54,236,0,1000,1,45.21,pharmacy,non_critical,scale_up
34,53,232,1,996,5,58.09,analytics,non_critical,stable
80,56,156,5,146,6,72.69,emergency,critical,scale_up
37,9,48,10,480,2,26.96,lab_report,non_critical,scale_up
16,28,35,8,793,4,21.49,pharmacy,non_critical,scale_up
51,41,103,0,1405,9,50.91,patient_monitoring,critical,scale_up
20,72,136,6,1375,6,47.95,pharmacy,non_critical,stable
76,23,297,2,540,7,75.68,lab_report,non_critical,stable
85,71,269,9,1680,8,49.82,lab_report,non_critical,scale_up
83,37,97,9,1403,5,65.11,emergency,critical,scale_up
96,71,244,6,1131,1,95.96,lab_report,non_critical,scale_up
86,92,154,0,954,10,87.91,lab_report,non_critical,scale_down
86,89,350,4,1402,6,68.19,pharmacy,non_critical,scale_up
51,51,180,3,1211,1,61.22,emergency,critical,scale_up
73,89,292,0,498,10,93.4,lab_report,non_critical,scale_down
91,73,33,6,1491,3,73.68,emergency,critical,scale_up
66,35,123,5,1300,6,58.4,analytics,non_critical,stable
3,67,39,4,1435,5,28.37,lab_report,non_critical,stable
9,90,136,8,796,1,46.69,analytics,non_critical,scale_up
38,30,260,2,902,3,55.8,analytics,non_critical,stable
14,71,60,10,43,3,35.79,patient_monitoring,critical,scale_up
26,62,159,5,505,8,48.51,lab_report,non_critical,scale_down
30,47,52,2,876,7,36.05,lab_report,non_critical,stable
93,14,141,2,966,7,66.73,pharmacy,non_critical,scale_up
85,48,129,10,648,2,71.1,analytics,non_critical,scale_up
93,6,479,8,1179,1,37.89,patient_monitoring,critical,scale_up
58,77,338,1,664,1,87.23,analytics,non_critical,scale_up
3,46,64,3,37,5,90.37,lab_report,non_critical,scale_down
57,83,61,1,301,10,60.1,lab_report,non_critical,scale_down
81,77,32,9,1279,3,69.36,lab_report,non_critical,scale_up
23,15,361,9,975,9,54.05,pharmacy,non_critical,scale_up
98,27,146,0,257,8,72.21,lab_report,non_critical,scale_down
44,88,69,7,1001,6,57.3,patient_monitoring,critical,scale_up
62,10,99,6,584,1,45.07,pharmacy,non_critical,stable
23,79,330,3,734,10,69.67,lab_report,non_critical,scale_down
82,7,33,5,181,8,46.76,analytics,non_critical,scale_down
76,12,321,2,1497,10,76.69,patient_monitoring,critical,scale_up
73,25,174,8,667,10,62.73,patient_monitoring,critical,scale_up
98,78,33,1,1010,4,77.72,analytics,non_critical,scale_up
38,16,346,10,1307,2,61.01,pharmacy,non_critical,scale_up
11,71,258,10,574,10,53.75,emergency,critical,scale_up
17,53,380,4,382,8,63.16,pharmacy,non_critical,scale_down
23,86,221,3,821,10,61.04,pharmacy,non_critical,scale_down
41,66,228,2,374,3,63.85,patient_monitoring,critical,scale_up
15,54,311,6,452,5,55.7,analytics,non_critical,scale_up
62,36,186,3,613,3,61.63,lab_report,non_critical,stable
10,95,121,8,1329,3,48.26,pharmacy,non_critical,scale_up
72,35,275,5,1037,7,76.07,lab_report,non_critical,stable
75,67,31,9,1115,4,62.93,pharmacy,non_critical,scale_up
62,59,109,7,1010,10,61.62,emergency,critical,scale_up
36,83,206,7,1462,3,66.42,analytics,non_critical,scale_up
24,9,33,3,180,9,18.36,lab_report,non_critical,scale_down
5,5,77,4,38,10,34.82,analytics,non_critical,scale_down
27,30,191,9,1382,3,44.36,pharmacy,non_critical,scale_up
83,21,174,5,793,8,66.79,patient_monitoring,critical,scale_up
76,87,279,4,39,1,92.08,pharmacy,non_critical,stable
85,41,338,4,1152,5,42.41,emergency,critical,scale_up
92,23,266,7,852,5,81.2,pharmacy,non_critical,scale_up
10,95,129,10,456,6,47.31,pharmacy,non_critical,scale_up
12,56,65,1,7,7,70.9,analytics,non_critical,scale_down
68,15,20,9,255,7,41.01,patient_monitoring,critical,scale_up
67,24,307,7,1417,6,74.23,pharmacy,non_critical,scale_up
16,30,273,5,1476,2,47.25,emergency,critical,scale_up
61,79,39,10,1284,6,60.67,patient_monitoring,critical,scale_up
3,69,110,4,1224,3,35.65,pharmacy,non_critical,stable
1,18,393,9,162,4,45.52,patient_monitoring,critical,scale_up
73,52,195,4,1463,3,74.53,patient_monitoring,critical,scale_up
39,42,296,3,1091,9,63.88,analytics,non_critical,scale_down
37,48,218,5,542,3,55.78,analytics,non_critical,stable
15,73,222,1,326,2,52.25,analytics,non_critical,stable
10,87,145,8,1039,4,47.68,lab_report,non_critical,scale_up
10,40,259,2,1338,2,45.58,emergency,critical,scale_up
100,82,128,5,165,4,87.73,analytics,non_critical,scale_up
45,83,183,2,141,5,65.98,pharmacy,non_critical,stable
17,14,335,10,237,8,46.67,lab_report,non_critical,scale_up
6,24,59,3,427,10,16.95,emergency,critical,stable
39,62,243,3,584,10,63.57,lab_report,non_critical,scale_down
12,56,278,9,994,2,52.59,analytics,non_critical,scale_up
52,11,366,6,354,1,66.61,pharmacy,non_critical,scale_up
99,7,324,5,623,9,85.25,emergency,critical,scale_up
87,25,265,8,1233,9,17.34,patient_monitoring,critical,scale_up
83,26,120,6,29,7,61.36,patient_monitoring,critical,scale_up
11,72,85,1,411,8,36.42,analytics,non_critical,scale_down
86,27,244,9,583,7,76.67,analytics,non_critical,scale_up
70,23,46,5,1442,8,49.38,analytics,non_critical,scale_down
88,51,438,5,1557,1,23.38,patient_monitoring,critical,scale_up
85,95,289,10,1115,9,102.13,lab_report,non_critical,scale_up
29,15,86,4,469,6,28.54,analytics,non_critical,stable
32,5,161,4,1272,5,36.14,patient_monitoring,critical,scale_up
4,39,68,0,38,5,81.76,pharmacy,non_critical,scale_down
81,60,51,0,1417,3,66.43,patient_monitoring,critical,scale_up
75,14,248,0,1298,5,69.1,pharmacy,non_critical,stable
100,25,187,7,402,9,77.0,pharmacy,non_critical,scale_up
60,41,218,4,1038,3,66.18,analytics,non_critical,stable
83,30,137,9,99,8,64.4,analytics,non_critical,scale_up
70,55,321,3,917,9,85.43,lab_report,non_critical,scale_down
58,81,100,5,668,8,64.64,patient_monitoring,critical,stable
2,23,137,10,891,4,23.38,emergency,critical,scale_up
12,7,212,4,621,4,30.54,analytics,non_critical,stable
11,45,397,8,375,5,59.45,lab_report,non_critical,scale_up
100,16,72,7,681,9,63.36,analytics,non_critical,scale_up
68,37,260,9,1241,6,73.58,lab_report,non_critical,scale_up
11,54,287,5,377,9,51.15,lab_report,non_critical,scale_down
94,95,382,2,896,2,115.49,analytics,non_critical,scale_up
18,73,61,2,40,4,85.84,lab_report,non_critical,scale_down
41,82,348,1,621,10,81.14,pharmacy,non_critical,scale_down
90,93,248,4,127,7,97.95,emergency,critical,scale_up
7,75,69,2,11,10,71.84,emergency,critical,scale_down
99,38,232,8,878,5,85.86,patient_monitoring,critical,scale_up
17,73,71,9,25,7,32.52,analytics,non_critical,scale_up
56,17,96,8,705,2,44.11,lab_report,non_critical,scale_up
63,17,237,10,710,3,61.72,emergency,critical,scale_up
51,71,243,10,333,4,71.77,lab_report,non_critical,scale_up
2,12,52,6,32,9,65.47,analytics,non_critical,scale_down
56,15,341,6,961,7,68.52,lab_report,non_critical,scale_up
85,71,288,8,1886,9,63.75,pharmacy,non_critical,scale_up
39,51,310,8,74,5,65.95,emergency,critical,scale_up
54,84,119,7,1216,2,66.53,pharmacy,non_critical,scale_up
19,87,307,0,1215,9,68.73,patient_monitoring,critical,scale_up
84,11,50,2,117,1,50.53,emergency,critical,scale_up
3,56,395,9,848,5,59.5,analytics,non_critical,scale_up
98,90,312,2,1006,9,109.21,analytics,non_critical,scale_down
12,58,70,10,700,10,31.8,lab_report,non_critical,scale_up
87,10,224,5,217,7,69.33,patient_monitoring,critical,scale_up
7,15,214,4,1337,8,32.07,lab_report,non_critical,scale_down
4,26,58,8,748,9,17.1,lab_report,non_critical,scale_up
66,64,93,5,1486,5,64.47,patient_monitoring,critical,scale_up
4,76,62,5,33,3,41.68,lab_report,non_critical,scale_down
41,74,278,2,1413,8,73.33,pharmacy,non_critical,scale_down
34,91,345,3,727,9,80.25,pharmacy,non_critical,scale_down
19,76,131,8,1181,1,47.76,lab_report,non_critical,scale_up
38,30,310,9,717,6,60.43,lab_report,non_critical,scale_up
12,33,23,1,43,8,68.93,lab_report,non_critical,scale_down
83,51,189,0,726,6,77.15,emergency,critical,scale_up
22,85,121,2,760,1,50.12,patient_monitoring,critical,stable
8,71,79,6,13,10,51.75,patient_monitoring,critical,scale_down
71,5,220,3,501,7,60.0,analytics,non_critical,stable
47,14,373,5,219,4,65.44,pharmacy,non_critical,scale_up
33,95,29,3,1173,3,50.25,analytics,non_critical,stable
96,90,123,5,917,7,89.13,analytics,non_critical,scale_up
43,39,100,0,1356,9,45.91,analytics,non_critical,scale_down
3,51,97,5,700,4,27.9,lab_report,non_critical,stable
70,66,187,2,662,9,74.82,pharmacy,non_critical,scale_down
62,40,87,3,1335,7,54.37,emergency,critical,scale_up
32,63,163,4,133,6,51.47,analytics,non_critical,stable
30,27,365,0,584,9,60.77,emergency,critical,scale_up
17,63,171,5,299,6,45.1,patient_monitoring,critical,stable
5,50,320,2,915,2,51.33,lab_report,non_critical,scale_up
63,76,212,5,264,4,76.03,pharmacy,non_critical,stable
47,41,262,6,1200,5,64.4,emergency,critical,scale_up
54,10,148,10,724,1,46.25,pharmacy,non_critical,scale_up
30,58,331,2,1304,5,68.11,lab_report,non_critical,scale_up
19,55,29,2,15,7,55.32,emergency,critical,scale_down
97,95,257,10,1203,2,105.11,pharmacy,non_critical,scale_up
38,31,21,3,733,10,31.87,patient_monitoring,critical,stable
83,7,252,5,1454,7,71.71,lab_report,non_critical,stable
95,63,228,5,1809,8,55.22,emergency,critical,scale_up
6,24,270,4,1014,5,39.23,patient_monitoring,critical,scale_up
91,32,332,7,143,7,88.59,pharmacy,non_critical,scale_up
76,47,359,4,1164,2,90.33,lab_report,non_critical,scale_up
11,36,165,0,1144,8,35.09,analytics,non_critical,scale_down
82,75,275,8,56,6,91.11,pharmacy,non_critical,scale_up
18,24,44,0,4,6,58.49,emergency,critical,scale_down
13,92,392,0,57,6,73.41,emergency,critical,scale_up
14,6,355,8,905,9,46.11,analytics,non_critical,scale_up
63,80,347,0,311,9,90.82,analytics,non_critical,scale_down
15,59,67,3,36,10,31.63,pharmacy,non_critical,scale_down
44,76,209,3,26,10,65.75,patient_monitoring,critical,scale_up
14,72,32,10,38,7,99.16,patient_monitoring,critical,scale_up
89,94,363,5,424,6,109.85,emergency,critical,scale_up
39,73,227,1,1498,3,67.1,patient_monitoring,critical,scale_up
100,95,29,5,1357,6,84.11,patient_monitoring,critical,scale_up
11,50,107,8,1385,3,33.97,lab_report,non_critical,scale_up
43,43,171,7,1465,2,54.43,emergency,critical,scale_up
34,20,85,4,766,8,33.03,patient_monitoring,critical,stable
31,59,247,8,1397,4,60.69,emergency,critical,scale_up
17,63,51,9,28,6,74.25,patient_monitoring,critical,scale_up
96,66,342,6,1195,2,104.39,patient_monitoring,critical,scale_up
12,19,31,3,1222,6,17.24,patient_monitoring,critical,scale_up
80,48,65,1,1430,9,63.76,patient_monitoring,critical,scale_up
13,91,327,5,425,5,67.35,emergency,critical,scale_up
52,20,131,7,869,2,46.84,pharmacy,non_critical,scale_up
29,58,156,5,904,1,49.31,pharmacy,non_critical,stable
84,43,280,2,631,2,84.16,analytics,non_critical,stable
68,16,174,0,1126,8,58.45,pharmacy,non_critical,scale_down
80,21,155,4,1434,3,64.67,pharmacy,non_critical,stable
87,31,443,6,1539,5,71.82,emergency,critical,scale_up
41,28,34,3,649,4,33.6,analytics,non_critical,stable
90,88,227,7,746,2,95.59,analytics,non_critical,scale_up
64,61,79,9,303,7,58.81,lab_report,non_critical,scale_up
45,71,360,7,92,9,79.98,pharmacy,non_critical,scale_up
35,89,262,2,575,8,71.55,pharmacy,non_critical,scale_down
9,45,32,10,17,9,90.42,patient_monitoring,critical,scale_up
98,55,369,4,1258,7,104.92,patient_monitoring,critical,scale_up
31,31,141,4,1178,2,41.26,analytics,non_critical,stable
72,30,142,5,992,10,61.18,emergency,critical,scale_up
41,30,301,10,1334,5,62.27,emergency,critical,scale_up
20,47,56,5,19,8,63.6,patient_monitoring,critical,scale_down
15,63,35,8,21,7,57.55,emergency,critical,scale_up
52,74,75,5,750,2,57.2,lab_report,non_critical,stable
85,85,76,8,1163,5,77.93,pharmacy,non_critical,scale_up
97,83,247,1,1194,4,100.49,patient_monitoring,critical,scale_up
50,34,327,0,781,4,69.46,emergency,critical,scale_up
87,22,101,6,252,5,60.7,emergency,critical,scale_up
100,39,359,9,177,4,97.95,pharmacy,non_critical,scale_up
87,38,392,7,339,3,94.78,analytics,non_critical,scale_up
35,19,296,3,1266,4,55.33,emergency,critical,scale_up
6,84,355,4,994,6,65.69,analytics,non_critical,scale_up
37,80,236,7,654,3,67.41,pharmacy,non_critical,scale_up
96,7,222,0,943,8,56.26,pharmacy,non_critical,scale_down
67,76,43,7,753,9,62.11,pharmacy,non_critical,scale_up
53,46,59,10,10,9,46.22,pharmacy,non_critical,scale_up
5,65,40,1,2,8,53.62,patient_monitoring,critical,scale_down
24,56,86,1,341,7,38.08,lab_report,non_critical,stable
52,58,393,3,1352,4,85.4,lab_report,non_critical,scale_up
41,43,370,8,1163,5,72.73,lab_report,non_critical,scale_up
9,26,74,5,1500,4,22.7,pharmacy,non_critical,stable
7,16,314,2,1047,2,41.79,patient_monitoring,critical,scale_up
11,73,23,7,1167,4,32.03,patient_monitoring,critical,scale_up
61,85,239,2,799,10,81.5,lab_report,non_critical,scale_down
41,9,174,10,644,6,41.89,pharmacy,non_critical,scale_up
36,44,260,8,1283,5,59.77,lab_report,non_critical,scale_up
4,76,22,7,45,10,57.54,emergency,critical,scale_up
83,89,366,1,142,4,105.08,patient_monitoring,critical,scale_up
25,18,232,7,799,4,42.7,pharmacy,non_critical,scale_up
36,65,145,8,1342,9,54.68,pharmacy,non_critical,scale_up
50,45,388,0,1488,2,80.28,patient_monitoring,critical,scale_up
66,51,354,8,560,2,84.82,patient_monitoring,critical,scale_up
91,40,428,5,1599,6,41.87,lab_report,non_critical,scale_up
37,17,181,10,152,4,42.0,emergency,critical,scale_up
80,22,143,0,689,5,62.28,emergency,critical,scale_up
81,93,232,8,1271,6,94.14,analytics,non_critical,scale_up
55,45,264,8,1343,6,70.09,pharmacy,non_critical,scale_up
25,20,163,0,225,1,35.25,emergency,critical,stable
54,22,205,2,185,3,54.47,emergency,critical,scale_up
39,15,345,1,301,1,59.1,emergency,critical,scale_up
20,55,152,0,897,10,43.49,lab_report,non_critical,scale_down
9,23,123,2,1048,2,25.8,emergency,critical,scale_up
5,55,35,8,25,7,64.35,lab_report,non_critical,scale_up
41,78,57,10,388,8,50.38,lab_report,non_critical,scale_up
29,67,399,8,621,9,75.74,pharmacy,non_critical,scale_up
60,95,258,10,791,8,85.88,patient_monitoring,critical,scale_up
59,73,38,1,620,6,56.44,patient_monitoring,critical,stable
3,7,255,10,310,7,29.72,pharmacy,non_critical,scale_up
91,32,269,4,884,5,83.77,lab_report,non_critical,scale_up
8,19,155,7,700,10,26.6,lab_report,non_critical,scale_up
60,94,347,4,1267,8,95.43,patient_monitoring,critical,scale_up
43,41,393,2,1233,1,75.57,pharmacy,non_critical,scale_up
50,13,194,6,60,5,48.42,pharmacy,non_critical,stable
93,5,287,2,1432,9,65.13,analytics,non_critical,scale_down
55,44,374,2,1404,2,80.91,analytics,non_critical,scale_up
28,84,220,7,60,4,61.32,lab_report,non_critical,scale_up
65,26,210,8,1241,10,63.78,analytics,non_critical,scale_up
47,24,279,2,85,4,58.77,analytics,non_critical,stable
3,12,246,5,198,5,30.1,analytics,non_critical,stable
41,77,122,9,231,10,56.26,lab_report,non_critical,scale_up
41,83,281,10,375,4,74.25,analytics,non_critical,scale_up
20,20,40,6,45,9,19.09,analytics,non_critical,scale_down
19,74,36,5,23,10,77.25,patient_monitoring,critical,scale_down
17,84,66,7,15,7,52.35,emergency,critical,scale_up
64,55,70,9,1163,10,57.83,pharmacy,non_critical,scale_up
92,15,403,5,1134,7,51.57,pharmacy,non_critical,scale_up
47,66,223,2,569,3,66.74,pharmacy,non_critical,stable
40,32,49,4,1287,4,37.07,patient_monitoring,critical,scale_up
43,31,77,8,74,9,38.65,lab_report,non_critical,scale_up
63,52,23,8,1149,1,51.7,analytics,non_critical,scale_up
23,51,235,2,572,7,51.44,emergency,critical,scale_up
6,46,74,6,1,9,85.09,analytics,non_critical,scale_down
87,94,144,2,46,2,86.19,patient_monitoring,critical,scale_up
40,17,225,5,544,6,48.69,patient_monitoring,critical,scale_up
4,88,78,9,56,10,36.31,patient_monitoring,critical,scale_up
12,25,140,3,179,2,27.86,lab_report,non_critical,stable
11,30,285,0,205,3,43.41,patient_monitoring,critical,scale_up
17,19,362,4,1314,9,53.03,pharmacy,non_critical,scale_down
46,54,354,2,1131,8,76.86,lab_report,non_critical,scale_down
63,26,105,6,290,5,50.38,lab_report,non_critical,stable
18,87,64,7,233,2,41.97,patient_monitoring,critical,scale_up
17,12,181,2,1165,1,32.53,emergency,critical,scale_up
85,79,384,0,286,9,105.17,patient_monitoring,critical,scale_up
65,13,333,5,1458,6,72.62,lab_report,non_critical,scale_up
63,43,294,1,438,2,74.68,emergency,critical,scale_up
31,92,124,7,1343,8,58.19,analytics,non_critical,scale_up
17,78,308,2,730,5,64.16,patient_monitoring,critical,scale_up
68,22,356,6,313,10,76.83,pharmacy,non_critical,scale_down
11,21,216,0,1244,1,35.89,pharmacy,non_critical,stable
14,43,68,0,6,9,71.0,lab_report,non_critical,scale_down
20,49,47,3,1,5,86.27,analytics,non_critical,scale_down
71,93,388,0,787,7,103.77,pharmacy,non_critical,scale_up
23,44,50,2,817,3,31.33,patient_monitoring,critical,scale_up
35,11,227,10,150,5,43.8,pharmacy,non_critical,scale_up
4,71,68,8,3,9,57.68,lab_report,non_critical,scale_up
33,82,308,0,767,8,73.43,analytics,non_critical,scale_down
97,20,103,1,445,3,65.69,lab_report,non_critical,scale_up
95,68,108,2,737,5,80.17,patient_monitoring,critical,scale_up
35,93,318,2,637,4,78.47,lab_report,non_critical,scale_up
64,8,366,0,207,7,71.41,emergency,critical,scale_up
26,82,299,2,1300,5,70.1,lab_report,non_critical,stable
53,81,131,1,453,7,64.81,patient_monitoring,critical,stable
19,32,189,6,660,2,39.32,lab_report,non_critical,stable
12,51,130,9,472,7,35.24,analytics,non_critical,scale_up
56,22,250,7,319,4,60.24,lab_report,non_critical,scale_up
24,57,350,8,996,4,66.09,analytics,non_critical,scale_up
83,67,374,5,502,5,100.0,analytics,non_critical,scale_up
13,16,346,7,403,1,46.71,analytics,non_critical,scale_up
82,7,188,3,338,1,62.58,lab_report,non_critical,stable
4,80,27,6,39,10,78.26,pharmacy,non_critical,scale_down
100,37,296,1,26,3,90.75,pharmacy,non_critical,scale_up
64,64,54,4,1305,8,59.21,patient_monitoring,critical,scale_up
52,85,300,5,523,10,82.55,patient_monitoring,critical,scale_up
16,37,44,10,38,8,57.2,patient_monitoring,critical,scale_up
82,23,277,1,481,3,76.56,analytics,non_critical,stable
50,5,354,7,763,4,63.43,pharmacy,non_critical,scale_up
3,63,67,9,17,9,30.57,lab_report,non_critical,scale_up
57,11,36,9,1211,8,37.82,pharmacy,non_critical,scale_up
98,48,112,4,401,8,75.4,emergency,critical,scale_up
56,32,354,2,1463,9,75.93,pharmacy,non_critical,scale_down
9,47,66,3,50,1,68.35,pharmacy,non_critical,scale_down
73,88,391,8,1245,9,104.49,analytics,non_critical,scale_up
36,43,363,4,1028,10,69.26,analytics,non_critical,scale_down
67,37,47,1,181,9,49.66,emergency,critical,stable
100,59,261,10,17,5,93.83,patient_monitoring,critical,scale_up
65,54,135,7,266,10,62.73,lab_report,non_critical,scale_up
73,87,107,4,11,1,73.32,pharmacy,non_critical,stable
91,86,471,2,1361,7,94.94,patient_monitoring,critical,scale_up
50,33,350,0,103,1,70.11,pharmacy,non_critical,scale_up
53,11,131,1,1473,3,45.85,analytics,non_critical,stable
16,51,54,0,26,8,69.87,analytics,non_critical,scale_down
59,75,147,0,586,9,67.87,analytics,non_critical,scale_down
9,47,62,4,47,4,43.0,lab_report,non_critical,scale_down
73,55,94,8,1013,5,64.43,emergency,critical,scale_up
6,60,354,4,956,2,58.31,patient_monitoring,critical,scale_up
27,85,150,7,544,3,55.09,emergency,critical,scale_up
54,65,376,7,433,6,84.97,analytics,non_critical,scale_up
72,19,217,5,1124,9,65.65,patient_monitoring,critical,scale_up
88,88,283,1,958,6,50.62,analytics,non_critical,scale_up
63,94,146,0,450,1,75.2,pharmacy,non_critical,stable
99,83,300,0,1153,1,35.66,analytics,non_critical,scale_up
89,55,460,4,923,1,68.61,pharmacy,non_critical,scale_up
11,80,124,4,321,2,42.54,patient_monitoring,critical,stable
46,56,128,7,1114,9,54.83,pharmacy,non_critical,scale_up
56,9,298,5,1492,5,63.48,emergency,critical,scale_up
88,15,262,4,1837,7,68.31,emergency,critical,scale_up
99,82,392,7,526,8,114.35,lab_report,non_critical,scale_up
44,35,358,4,608,4,69.52,emergency,critical,scale_up
52,29,31,1,1012,9,39.82,pharmacy,non_critical,scale_down
84,66,66,9,1012,9,70.42,patient_monitoring,critical,scale_up
100,88,442,9,1133,4,65.26,lab_report,non_critical,scale_up
6,64,390,6,1223,8,63.65,pharmacy,non_critical,scale_down
15,30,48,1,18,2,64.48,patient_monitoring,critical,scale_down
97,33,159,8,214,9,74.73,emergency,critical,scale_up
23,65,284,8,1070,2,61.54,emergency,critical,scale_up
6,91,85,8,1065,8,40.93,emergency,critical,scale_up
4,33,334,6,762,8,46.82,emergency,critical,scale_up
67,84,183,4,342,2,77.68,lab_report,non_critical,stable
1,93,32,9,36,4,54.96,emergency,critical,scale_up
55,36,390,6,1060,8,79.42,analytics,non_critical,scale_down
39,73,338,6,1069,5,77.34,lab_report,non_critical,scale_up
19,36,303,9,279,4,51.16,patient_monitoring,critical,scale_up
84,52,53,8,1333,2,65.57,analytics,non_critical,scale_up
35,85,315,6,1242,9,76.98,patient_monitoring,critical,scale_up
42,53,91,7,273,3,46.55,pharmacy,non_critical,scale_up
89,61,290,7,856,2,93.51,pharmacy,non_critical,scale_up
76,14,239,4,1070,8,68.24,emergency,critical,scale_up
89,11,44,3,1033,10,54.27,pharmacy,non_critical,scale_down
10,88,72,4,14,7,61.16,patient_monitoring,critical,scale_down
